,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
281,频率响应函数,0,0,0,0,0.003325163,0.019011862,0,0,0.022017503,0,0,0,0,0,0,0,0
282,超声波传感器,0,0,0,0,0.023276142,0,0,0,0,0,0,0,0,0,0,0,0
283,电感元件,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0.001077465,0.077466316,0,0.007482388
284,线性检测,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
285,三维图形,0,0,0.078609553,0,0,0,0,0,0,0.000726635,0,0,0,0,0.001291105,0,0
286,特征方程,0,0,0,0,0,0.021727842,0,0,0,0,0,0,0,0,0.011619947,0.005804907,0
287,偏导,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
288,时序图,0,0,0,0,0.000950047,0,0,0.004201182,0,0,0.026121396,0,0,0,0,0,0.001662753
289,中断嵌套,0,0,0,0,0,0,0,0.004201182,0,0,0,0,0,0,0,0,0
290,玻尔兹曼,0,0,0,0,0.00142507,0,0,0,0,0,0.000870713,0,0.00208277,0,0,0,0.002494129
291,中短波,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0.000831376
292,图像压缩,0,0,0,0,0,0,0,0,0,0.033425219,0,0,0,0,0,0,0
293,螺线管式差动变压器,0,0,0,0,0.00285014,0,0,0,0,0,0,0,0,0,0,0,0
294,异步时序逻辑电路,0,0,0,0,0,0,0,0,0,0,0.004353566,0,0,0,0,0,0
295, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,离散谱,0,0,0,0,0,0,0,0,0.006164901,0,0,0,0,0,0,0.018382206,0.001662753
297,多线程,0,0.085669361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,电子钟,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001291105,0,0
299,网孔电流法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020657684,0,0
300,IFT,0,0,0,0,0,0,0,0,0.003522801,0,0,0,0,0,0,0,0
301,加减运算,0,0,0.026203184,0,0,0,0,0,0,0,0,0,0.009025338,0.00215493,0,0,0
302,纠错能力,0,0,0,0,0,0,0.008151138,0,0,0,0,0,0,0,0,0.017414722,0
303,生物传感器的应用,0,0,0,0,0.002375117,0,0,0,0,0,0,0,0,0,0,0,0
304,石英晶体,0,0,0,0,0.011875583,0,0,0,0,0,0.018284977,0,0.026381757,0,0,0,0.052376714
305,反作用力,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001077465,0,0,0
306,hamming,0,0,0,0,0,0,0,0,0.0017614,0,0,0,0,0,0,0,0
307,神经元,0,0,0,0,0,0,0,0,0,0.011626163,0,0.001954692,0,0,0.020657684,0,0
308,脉位调制,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
309,替代定理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023239895,0,0
310,密勒补偿,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
311,集中插入法,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007739876,0
312,拉普拉斯变换,0,0,0.072058757,0,0.000950047,0.218636412,0,0,0.0017614,0.006539717,0,0,0,0,0.028404316,0,0.002494129
313,调频器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005819635
314,偏微分,0,0,0,0,0,0,0.002037784,0,0,0.005813082,0,0,0,0.004309859,0.002582211,0,0.000831376
315,z域积分,0,0,0,0,0,0.00135799,0,0,0,0,0,0,0,0,0,0,0
316,韦伯斯特,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
317,虚拟机,0,0.18515636,0,0.073619459,0,0,0,0.002800788,0,0,0,0,0,0,0,0,0
318,受控电源,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012911053,0,0
319,中断请求,0,0,0,0,0,0,0,0.050414186,0,0,0,0,0,0,0,0,0
320,电流反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.006942568,0,0,0,0
321,预测编码,0,0,0,0,0,0,0,0,0,0.025432232,0,0,0,0,0,0.007739876,0
322,矢量图,0,0,0,0.013803649,0,0.00135799,0,0,0,0,0,0,0,0,0.001291105,0.013544784,0.004988259
323,嵌入式,0,0,0,0,0.010450513,0,0,0.002800788,0.0008807,0,0,0,0,0,0,0,0
324,压电式加速度传感器,0,0,0,0,0.001900093,0,0,0,0,0,0,0,0.000694257,0,0,0,0
325,噪声系数,0,0,0,0,0,0,0,0,0,0,0,0,0.006595439,0,0,0,0.039074692
326,组合逻辑电路,0,0,0,0,0,0,0,0,0,0,0.117546283,0,0,0,0,0,0
327,瞬时电流,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
328,消项法,0,0,0,0,0,0,0,0,0,0,0.001741426,0,0,0,0,0,0
329,双曲线,0,0,0,0,0,0,0,0,0.0008807,0,0,0,0.000694257,0,0.001291105,0,0
330,循环卷积定理,0,0,0,0,0,0.00135799,0,0,0.009687701,0,0,0,0,0,0,0,0
331,逆映射,0,0,0,0,0,0,0,0,0,0.002179906,0,0,0,0,0,0,0
332,极化电荷,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0.005387324,0,0,0
333,幅器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
334,有旋无散,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003232395,0,0,0
335,二进制频移键控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003869938,0.004156882
336,小功率共射放大电路,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
337,密勒码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008707361,0
338,伪彩色增强,0,0,0,0,0,0,0,0,0,0.00145327,0,0,0,0,0,0,0
339,实信号,0,0,0,0,0,0.029875783,0,0,0.008807001,0,0,0,0,0,0,0.008707361,0
340,光电子,0,0,0,0,0.00427521,0,0,0,0,0,0,0,0,0,0,0,0
341,数组矩阵,0,0,0,0.004601216,0,0,0,0,0,0,0,0,0,0,0,0,0
342,复频移,0,0,0,0,0,0.006789951,0,0,0,0,0,0,0,0,0,0,0
343,势垒电容,0,0,0,0,0,0,0,0,0,0,0,0,0.008331081,0,0,0,0
344,示波管,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001077465,0,0,0
345,或门,0,0,0,0,0.000475023,0,0,0,0,0,0.032216389,0,0,0,0,0,0
346,恒流源,0,0,0,0,0.003800186,0,0,0,0,0,0.012189985,0,0.018744933,0.001077465,0,0.006772392,0.01163927
347,种子点,0,0,0,0,0,0,0,0,0,0.004359811,0,0,0,0,0,0,0
348,RC桥式正弦波振荡电路,0,0,0,0,0,0,0,0,0,0,0,0,0.006595439,0,0,0,0
349,低噪声,0,0,0,0,0.00427521,0,0,0.001400394,0,0.002179906,0,0,0.004165541,0,0,0,0.004156882
350,调频信号,0,0,0,0,0,0,0,0,0.0008807,0,0.00261214,0,0.000694257,0,0,0.035796928,0.019121658
351,74LS75,0,0,0,0,0,0,0,0,0,0,0.00261214,0,0,0,0,0,0
352,幅角,0,0,0.006550796,0,0,0.009505931,0,0,0,0,0,0,0,0,0.001291105,0,0
353,偏振片,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004309859,0,0,0
354,基本数据类型,0.002263031,0.016581167,0,0.115030404,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
355,调幅器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02327854
356,嵌套循环,0.001131516,0.005527056,0,0.004601216,0,0,0,0,0,0,0,0.009773458,0,0,0,0,0
357,数据模型,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0
358,直流模型,0,0,0,0,0,0,0,0,0,0,0,0,0.006248311,0,0,0,0
359,矢量,0,0,0,0.009202432,0.002375117,0.141230974,0.537975081,0.012603546,0.008807001,0.000726635,0,0,0.000694257,0.641091587,0,0.05321165,0.004156882
360,单稳态电路,0,0,0,0,0,0,0,0,0,0,0.003482853,0,0,0,0,0,0
361,模数转换器,0,0.002763528,0,0,0,0,0,0.001400394,0,0,0,0,0.000694257,0,0,0,0
362,串行通信,0,0,0,0,0,0,0,0.008402364,0,0,0,0,0,0,0,0,0
363,耦合因数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010328842,0,0.004988259
364,生物分子特异性识别,0,0,0,0,0.001900093,0,0,0,0,0,0,0,0,0,0,0,0
365,装在管,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
366,调相波,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0.038243315
367,循环控制,0.006789094,0,0.006550796,0,0,0,0,0.001400394,0,0,0,0.019546915,0,0,0,0,0
368,标量磁位,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012929578,0,0,0
369,机器学习,0,0,0,0.009202432,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
370,上升时间,0,0,0,0,0.002375117,0.010863921,0,0,0,0,0.007836419,0,0.000694257,0,0,0.000967485,0
371,特勒根定理,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023239895,0,0
372,均匀量化,0,0,0,0,0,0,0,0,0,0.00145327,0,0,0,0,0,0.020317175,0
373,模式分析,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
374,偏置电路,0,0,0,0,0.000950047,0,0,0,0,0,0.000870713,0,0.01943919,0,0,0,0.002494129
375,正弦量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151059317,0,0
376,能量信号,0,0,0,0,0,0.008147941,0,0,0.006164901,0,0,0,0,0,0,0.045471774,0
377,非负性,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
378,反射角,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0.003232395,0,0,0
379,2FSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119000599,0
380,时间常数,0,0,0,0,0.015675769,0,0,0.001400394,0,0,0.001741426,0,0.027770271,0,0.025822105,0,0.008313764
381,倍频器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004837423,0.028266798
382,磁场能量,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045253524,0.018075474,0,0
383,电容反馈振荡器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
384,调频,0,0,0,0,0.003325163,0,0,0,0.005284201,0.000726635,0,0,0.005206926,0.005387324,0,0.107390784,0.137177109
385,一维傅里叶变换,0,0,0,0,0,0,0,0,0,0.005813082,0,0,0,0,0,0,0
386,过阻尼,0,0,0,0,0.000950047,0.00271598,0,0,0,0,0,0,0,0,0.006455526,0,0
387,对数运算电路,0,0,0,0,0,0,0,0,0,0,0,0,0.017356419,0,0,0,0
388,共射电流放大系数,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
389,循环结构,0.052049722,0,0.111363534,0.092024323,0.000475023,0,0,0.001400394,0,0,0,0.003909383,0,0,0,0,0
390,脉冲波形,0,0,0,0,0,0.00271598,0,0,0,0,0.023509257,0,0,0,0,0.009674845,0
391,单位冲激响应,0,0,0,0,0,0.00135799,0,0,0.007045601,0,0,0,0,0,0.006455526,0.008707361,0
392,电容式压力传感器,0,0,0,0,0.001900093,0,0,0,0,0,0,0,0,0,0,0,0
393,移相器,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0.003325506
394,有限脉冲响应,0,0,0,0,0,0,0,0,0.022017503,0,0,0,0,0,0,0,0
395,非线性区,0,0,0,0,0,0,0,0,0,0,0,0,0.010413852,0,0.001291105,0,0.001662753
396,正交码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009674845,0
397,数字高通滤波器,0,0,0,0,0,0,0,0,0.0026421,0,0,0,0,0,0,0,0
398,衰减常数,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019394367,0.001291105,0,0
399,快速排序算法,0,0,0,0,0,0,0,0,0,0,0,0.001954692,0,0,0,0,0
400,最小错误概率译码准则,0,0,0,0,0,0,0.002037784,0,0,0,0,0,0,0,0,0,0
401,串口,0,0,0,0,0.001900093,0,0,0.011203152,0,0,0,0,0,0,0,0,0
402,数据源,0,0,0,0,0.000950047,0,0,0,0,0,0,0,0,0,0,0,0
403,ImageTrans,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
404,光电管,0,0,0,0,0.022801119,0,0,0,0,0,0,0,0,0,0,0,0
405,矢积,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021549297,0,0,0
406,驱动电流,0,0,0,0,0.000475023,0,0,0.001400394,0,0,0.001741426,0,0.002777027,0,0,0,0
407,电磁波,0,0,0,0,0.00427521,0,0,0,0,0.030518678,0,0,0.001388514,0.198253533,0.006455526,0.045471774,0.012470646
408,信号恢复,0,0,0,0,0.000475023,0.00271598,0,0,0.0017614,0,0.001741426,0,0,0,0,0.000967485,0.000831376
409,电磁振荡,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,离散余弦变换,0,0,0,0,0,0,0,0,0,0.004359811,0,0,0,0,0,0,0
411,最大项,0,0,0,0,0,0,0,0,0,0,0.019155691,0,0,0,0,0,0
412,摩擦系数,0,0,0,0,0,0.00271598,0,0,0,0,0,0,0,0,0,0,0
413,解析几何,0,0,0.026203184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,电路定律,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0.029695421,0,0
415,图像变换,0,0,0,0,0.000475023,0,0,0,0,0.007992987,0,0,0,0,0,0,0
416,声强,0,0,0,0,0.002375117,0,0,0,0,0,0,0,0,0,0,0,0
417,时域积分,0,0,0,0,0,0.010863921,0,0,0,0,0,0,0,0,0,0,0
418,辐射效率,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
419,石英晶体振荡电路,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0
420,CMOS反相器,0,0,0,0,0,0,0,0,0,0,0.053113506,0,0,0,0,0,0
421,时由,0,0,0,0,0,0,0,0.001400394,0,0,0,0,0,0,0,0,0
422,交叉调制干扰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753
423,外光电效应型,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0
424,脉冲宽度调制电路,0,0,0,0,0.00427521,0,0,0,0,0,0,0,0,0,0,0,0
425,伏安特性,0,0,0,0,0.009025443,0.00271598,0,0,0,0,0.012189985,0,0.031935811,0,0.11749058,0,0.009145141
426,器处,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
427,高频小信号放大器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034086433
428,复磁导率,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
429,群同步,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052244165,0
430,浮点运算,0,0.102250527,0,0.009202432,0,0,0,0,0,0,0,0,0,0,0,0,0
431,公式化简法,0,0,0,0,0,0,0,0,0,0,0.008707132,0,0,0,0,0,0
432,旋转变换,0,0,0,0,0,0,0,0,0,0.002906541,0,0,0,0,0,0,0
433,电子元件,0,0,0,0,0.000475023,0,0,0,0,0.002906541,0,0,0,0,0,0,0
434,优先级,0.033945471,0.196210471,0.045855573,0.018404865,0.000950047,0,0.002037784,0.056015762,0,0,0.003482853,0.046912596,0,0,0,0.000967485,0
435,变极距型,0,0,0,0,0.015200746,0,0,0,0,0,0,0,0,0,0,0,0
436,交换机,0,0,0,0,0.000475023,0,0,0,0.0008807,0,0,0,0,0,0,0.009674845,0
437,多级单调谐放大器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
438,图像分割,0,0,0,0,0,0,0,0,0,0.026158867,0,0,0,0,0,0,0
439,离散信道,0,0,0,0,0,0,0.004075569,0,0,0,0,0,0,0,0,0.004837423,0
440,接口协议,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
441,电矩,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009697184,0,0,0
442,基类,0,0.002763528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,补偿器,0,0,0,0,0.000950047,0,0,0,0,0.000726635,0,0,0,0,0,0,0
444,泊松比,0,0,0,0,0.001900093,0,0,0,0,0,0,0,0,0,0,0,0
445,三维图,0,0,0,0,0,0,0,0,0,0.002906541,0,0,0,0,0,0,0
446,热效应,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0.000694257,0.003232395,0.001291105,0,0
447,同相输入,0,0,0,0,0.000950047,0,0,0,0,0,0.001741426,0,0.035754224,0,0,0,0.000831376
448,特征参数,0,0,0,0,0.003800186,0,0,0,0,0,0,0,0,0,0,0,0
449,二极管峰值包络检波器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005819635
450,2PSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102553362,0
451,时域微分,0,0,0,0,0,0.014937892,0,0,0,0,0,0,0,0,0,0,0
452,频率响应特性,0,0,0,0,0.006175303,0,0,0,0.009687701,0,0,0,0,0,0.001291105,0,0
453,信号源,0,0,0.006550796,0,0.00427521,0,0,0.002800788,0,0,0.003482853,0,0.067690035,0.00215493,0.006455526,0,0.069835619
454,多重指针,0.003394547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,微波传感器,0,0,0,0,0.013300653,0,0,0,0,0,0,0,0,0,0,0,0
456,双边带调制,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002902454,0.001662753
457,曲线拟合,0,0,0.058957165,0,0.004750233,0,0,0,0,0,0,0,0,0,0,0,0
458,双极性归零波形,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934969,0
459,反相器,0,0,0,0,0,0,0,0.001400394,0,0,0.127994842,0,0,0,0,0.000967485,0
460,线性结构,0,0,0,0,0,0,0,0,0,0,0,0.007818766,0,0,0,0,0
461,点接触型,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0,0,0.001662753
462,标识符,0.02376183,0.154757555,0.019652388,0.032208513,0,0,0,0,0,0,0.008707132,0.005864075,0,0,0,0.013544784,0
463,共价键,0,0,0,0,0,0,0,0,0,0,0,0,0.010066723,0,0,0,0
464,并行传输,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01064233,0
465,无穷小,0,0,0,0,0,0.014937892,0,0,0,0,0,0,0.00208277,0,0.002582211,0.000967485,0
466,网络协议,0,0,0,0.004601216,0.00285014,0,0,0,0.0008807,0,0,0,0,0,0,0,0
467,稳压管稳压电路,0,0,0,0,0,0,0,0,0,0,0,0,0.02152196,0,0,0,0
468,磁敏式传感器,0,0,0,0,0.00997549,0,0,0,0,0,0,0,0,0,0,0,0
469,辐角,0,0,0,0,0,0.005431961,0,0,0,0,0,0,0,0,0.014202158,0,0.001662753
470,部分和,0.009052126,0,0.006550796,0.009202432,0.00142507,0.006789951,0,0.001400394,0.0017614,0.002179906,0.000870713,0.003909383,0,0,0,0.002902454,0
471,存储介质,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
472,正电极,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003232395,0,0,0
473,TTL电路,0,0,0,0,0.000475023,0,0,0,0,0,0.067044917,0,0.000694257,0,0,0,0
474,汇编程序,0.001131516,0,0,0,0,0,0,0.004201182,0,0,0.000870713,0,0,0,0,0,0
475,微波定位,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0,0,0,0
476,放大特性,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
477,复阻抗,0,0,0,0,0.003325163,0,0,0,0,0,0,0,0,0,0.001291105,0,0
478,无旋性,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
479,熵,0,0,0,0,0,0,0.128380417,0,0,0.039964936,0,0,0,0,0,0.01064233,0
480,正交函数,0,0,0,0,0,0.016295882,0,0,0,0.000726635,0,0,0,0,0,0.001934969,0
481,二进制相移键控,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004837423,0.003325506
482,运算符表达式,0,0.011054111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,频率特性曲线,0,0,0,0,0.000475023,0,0,0,0.0008807,0,0,0,0.003471284,0,0,0.000967485,0.001662753
484,自动温度测量系统,0,0,0,0,0.003800186,0,0,0,0,0,0,0,0,0,0,0,0
485,SR锁存器,0,0,0,0,0,0,0,0,0,0,0.028733536,0,0,0,0,0,0
486,等相面,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001077465,0,0,0
487,共线性,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
488,译码器,0,0,0,0,0.000475023,0,0.260836403,0.021005911,0,0,0.107097725,0,0,0,0,0.035796928,0
489,噪声,0,0,0.006550796,0,0.07457866,0.023085832,0.138569339,0.022406305,0.06429111,0.373490494,0.020026404,0,0.033324325,0.001077465,0,0.628864954,0.203687222
490,误组率,0,0,0,0,0,0,0.002037784,0,0,0,0,0,0,0,0,0,0
491,等效电路,0,0,0,0,0.017575862,0,0,0,0,0,0.044406374,0,0.107262671,0,0.176881422,0,0.124706463
492,动态电路,0,0,0.006550796,0,0,0,0,0,0,0,0,0,0,0,0.122655001,0,0
493,LTI离散系统,0,0,0,0,0,0.051603625,0,0,0,0,0,0,0,0,0,0,0
494,一般单限比较器,0,0,0,0,0,0,0,0,0,0,0,0,0.00208277,0,0,0,0
495,稳定条件,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015796152
496,平衡二叉树,0,0,0,0,0,0,0,0,0,0,0,0.027365681,0,0,0,0,0
497,脉幅调制,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
498,Cope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831376
499,IFFT,0,0,0,0,0,0,0,0,0.013210502,0,0,0,0,0,0,0,0
500,元件库,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001662753
501,相敏,0,0,0,0,0.002375117,0,0,0,0,0,0,0,0,0,0,0,0
502,拓扑学,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
503,C语言,0.259117094,0.005527056,0.045855573,0.078220675,0.005225256,0,0,0,0.0026421,0,0.00261214,0.111417416,0,0,0,0,0
504,马尔可夫信源,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
505,功率因数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029695421,0,0
506,类名,0,0.066324666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,绝对温度,0,0,0,0,0.001900093,0,0,0,0,0,0,0,0.000694257,0,0,0,0.000831376
508,自然码,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002902454,0
509,离散信源,0,0,0,0,0,0,0.002037784,0,0,0,0,0,0,0,0,0.003869938,0
510,端电压,0,0,0,0,0.00142507,0.013579901,0,0,0,0,0.006965706,0,0.018744933,0.001077465,0.042606474,0,0.004156882
511,截断误差,0,0,0.019652388,0,0,0,0,0,0.0008807,0,0,0,0,0,0,0,0
512,HoughTrans,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
513,微变等效电路,0,0,0,0,0,0,0,0,0,0,0,0,0.004165541,0,0,0,0
514,麦克斯韦方程,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046330989,0,0,0
515,磁场强度,0,0,0,0,0.002375117,0,0,0,0,0,0,0,0,0.098049302,0.012911053,0,0
516,共轭对称性,0,0,0,0,0,0,0,0,0.013210502,0,0,0,0,0,0,0,0
517,深度负反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.022910473,0,0,0,0
518,静电场,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0.25966903,0,0,0
519,自动检测系统软件,0,0,0,0,0.000475023,0,0,0,0,0,0,0,0,0,0,0,0
520,正弦波加窄带高斯过程,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000967485,0
521,理想变压器,0,0,0,0,0,0,0,0,0,0,0,0,0.001388514,0,0.033568737,0,0
522,时序,0,0,0,0,0.00142507,0,0,0.036410245,0,0,0.013931411,0,0,0,0,0,0
523,多态性,0,0.002763528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,模拟量,0,0,0,0,0.015675769,0,0,0.019605517,0,0,0.006094992,0,0.002777027,0,0,0.000967485,0
525,中通带,0,0,0,0,0,0,0,0,0.0008807,0,0,0,0,0,0,0,0
526,图像信号,0,0,0,0,0.000950047,0.00407397,0,0,0.0008807,0.000726635,0,0,0,0,0,0.001934969,0.002494129
527,集电极,0,0,0,0,0.00427521,0,0,0.001400394,0,0,0.033957815,0,0.147182435,0,0.001291105,0,0.158792896
528,脉冲功率,0,0,0,0,0,0,0,0,0,0,0.000870713,0,0,0,0,0,0
529,变压器式交流电桥,0,0,0,0,0.006650326,0,0,0,0,0,0,0,0,0,0,0,0
530,空间域,0,0,0,0,0,0,0,0,0,0.071936885,0,0,0,0,0,0,0
531,转换速度,0,0,0,0,0.002375117,0,0,0.001400394,0,0,0.026992109,0.001954692,0.000694257,0,0,0,0.001662753
532,光电器件,0,0,0,0,0.015675769,0,0,0,0,0,0,0,0,0,0,0,0
533,无源滤波电路,0,0,0,0,0,0,0,0,0,0,0,0,0.002777027,0,0,0,0
534,单阈值,0,0,0,0,0,0,0,0,0,0.002906541,0,0,0,0,0,0,0
535,谐量,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006464789,0,0,0
536,拉普拉斯算子,0,0,0,0,0,0,0,0,0,0.015985974,0,0,0,0.003232395,0,0,0
537,局部反馈,0,0,0,0,0,0,0,0,0,0,0,0,0.000694257,0,0,0,0
538,基尔霍夫定律,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020657684,0,0
539,直方图,0,0,0,0.004601216,0.000475023,0,0,0,0,0.280481188,0,0,0,0,0,0,0
540,德州仪器,0,0,0,0,0,0,0,0,0.0008807,0.000726635,0,0,0,0,0,0,0
541,光电式编码器,0,0,0,0,0.00570028,0,0,0,0,0,0,0,0,0,0,0,0
542,单声道,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005804907,0
543,奈奎斯特准则,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002902454,0
544,多电平波形,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006772392,0
545,只读存储器,0,0,0,0,0.000475023,0,0,0.004201182,0,0,0.02176783,0,0,0,0,0.001934969,0
546,UVEP,0,0,0,0,0,0,0,0,0,0,0.003482853,0,0,0,0,0,0
547,各向异性,0,0,0,0,0.00142507,0,0,0,0,0,0,0,0,0.026936621,0,0,0
548,虚拟现实,0,0,0,0.004601216,0.002375117,0,0,0,0,0,0,0,0,0.001077465,0,0,0
549,调相器,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002494129
550,电位移,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00215493,0,0,0
551,概括性,0,0,0,0,0,0,0,0,0,0.000726635,0,0,0,0,0,0,0
552,束缚电荷,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058183102,0,0,0
553,二维数组,0.096178834,0.005527056,0,0.009202432,0,0,0,0,0,0,0,0.037139139,0,0,0,0,0
554,三维曲线,0,0,0.039304777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,位移电流,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040943664,0.001291105,0,0
556,运行状态,0,0.002763528,0,0,0.000475023,0,0,0,0,0,0.000870713,0,0,0,0,0,0.000831376
557,时域分析,0,0,0,0,0,0.081479408,0,0,0.0026421,0,0,0,0,0,0.036150948,0,0.002494129
